0.0 	 [0j, 0j, 0j, 0j] 
0.005 	 [0j, 0j, 0j, 0j] 
0.01 	 [0j, 0j, 0j, 0j] 
0.015000000000000001 	 [0j, 0j, 0j, 0j] 
0.02 	 [0j, 0j, 0j, 0j] 
0.025 	 [0j, 0j, 0j, 0j] 
0.030000000000000002 	 [0j, 0j, 0j, 0j] 
0.035 	 [0j, 0j, 0j, 0j] 
0.04 	 [0j, 0j, 0j, 0j] 
0.045000000000000005 	 [0j, 0j, 0j, 0j] 
0.05 	 [0j, 0j, 0j, 0j] 
0.055 	 [0j, 0j, 0j, 0j] 
0.060000000000000005 	 [0j, 0j, 0j, 0j] 
0.065 	 [0j, 0j, 0j, 0j] 
0.07 	 [0j, 0j, 0j, 0j] 
0.075 	 [0j, 0j, 0j, 0j] 
0.08 	 [0j, 0j, 0j, 0j] 
0.085 	 [0j, 0j, 0j, 0j] 
0.09000000000000001 	 [0j, 0j, 0j, 0j] 
0.095 	 [0j, 0j, 0j, 0j] 
0.1 	 [0j, 0j, 0j, 0j] 
